Gender,Customer_Type,Age,Type_Of_Travel,Class,Fligh_ Distance,Inflight_wifi_service,Departure_Arriva_ time_convenient,Ease_of_Online_booking,Gate_location,Food_and_drink,Online_boarding,Seat_comfort,Inflight_entertainment,Onboard_service,Leg_room_service,Baggage_handling,Checkin_service,Cleanliness,Avg_rating,Departure_Delay_in_Minutes,Arrival_Delay_in_Minutes,satisfaction
Female,Loyal Customer,65,Business Travel,Business,200,1,4,4,4,1,3,3,2,2,3,1,1,1,2.31,10,42,FALSE
Male,Loyal Customer,59,Personal Travel,Eco,993,1,4,1,2,1,1,1,1,4,4,5,3,1,2.23,0,0,FALSE
Female,Disloyal Customer,36,Business Travel,Business,1017,3,3,3,4,2,3,2,2,3,2,4,5,2,2.92,0,0,FALSE
Male,Disloyal Customer,23,Business Travel,Eco,731,1,1,1,3,2,1,2,2,4,4,4,3,2,2.31,0,0,FALSE
Female,Loyal Customer,32,Business Travel,Business,2502,0,0,0,2,5,5,5,5,5,4,5,4,5,3.46,0,0,TRUE
Male,Loyal Customer,69,Business Travel,Business,182,4,4,4,4,1,4,3,5,5,5,3,3,1,3.54,0,0,TRUE
Female,Loyal Customer,43,Business Travel,Business,599,4,4,4,4,3,4,5,4,4,4,4,3,3,3.85,0,0,TRUE
Male,Loyal Customer,55,Business Travel,Eco,834,5,3,5,3,5,5,5,5,1,4,3,3,5,4,15,0,TRUE
Female,Disloyal Customer,36,Business Travel,Eco,308,3,0,3,4,4,3,4,4,1,4,1,3,4,2.92,0,2,FALSE
Male,Disloyal Customer,9,Business Travel,Eco,922,5,5,5,3,5,5,4,5,3,5,4,5,5,4.54,17,1,TRUE
Male,Loyal Customer,53,Personal Travel,Eco,1203,2,5,2,4,3,2,3,3,5,4,1,5,3,3.23,0,0,FALSE
Male,Loyal Customer,49,Business Travel,Business,3580,1,4,4,4,4,3,3,1,1,1,1,4,2,2.54,0,0,FALSE
Male,Loyal Customer,47,Business Travel,Business,2066,5,5,5,5,3,5,5,4,4,4,4,5,3,4.38,0,0,TRUE
Female,Loyal Customer,40,Business Travel,Business,1390,3,1,1,1,2,4,4,3,3,3,3,1,3,2.46,92,90,FALSE
Male,Disloyal Customer,40,Business Travel,Business,113,1,1,1,4,3,1,3,3,5,3,5,4,3,2.85,22,20,FALSE
Male,Loyal Customer,52,Business Travel,Eco,1706,2,2,2,2,2,2,2,2,2,4,3,1,2,2.15,33,7,FALSE
Male,Loyal Customer,57,Business Travel,Business,2454,1,1,1,1,5,5,1,3,3,4,3,5,5,2.92,25,10,TRUE
Female,Loyal Customer,46,Business Travel,Business,1072,1,0,0,3,1,3,3,2,2,0,2,2,1,1.54,0,0,FALSE
Male,Loyal Customer,24,Business Travel,Business,1173,4,4,1,1,4,4,4,4,3,1,4,1,4,3,7,34,FALSE
Female,Loyal Customer,56,Personal Travel,Eco,164,3,2,3,4,4,4,4,3,3,3,3,3,3,3.23,0,0,FALSE
Male,Disloyal Customer,8,Business Travel,Eco,657,3,1,4,2,2,4,3,2,3,4,3,3,2,2.77,17,17,FALSE
Female,Disloyal Customer,20,Business Travel,Business,237,5,0,5,3,3,5,3,3,5,5,5,4,3,3.77,0,0,TRUE
Male,Loyal Customer,40,Business Travel,Business,3588,2,2,2,2,4,1,2,5,5,4,5,2,1,2.85,0,0,TRUE
Male,Loyal Customer,36,Business Travel,Eco,335,1,3,3,3,1,1,1,1,2,3,3,4,1,2.08,0,2,FALSE
Female,Disloyal Customer,15,Business Travel,Eco,1097,3,3,3,3,2,3,2,2,3,2,2,2,2,2.46,0,14,FALSE
Male,Loyal Customer,32,Business Travel,Eco,67,5,4,4,4,5,5,5,5,5,4,3,5,5,4.54,0,0,TRUE
Male,Loyal Customer,47,Personal Travel,Eco,304,4,5,4,4,2,4,2,2,3,5,4,3,2,3.38,0,0,FALSE
Female,Disloyal Customer,26,Business Travel,Eco,642,4,5,4,5,4,4,5,4,2,5,5,4,4,4.23,0,0,FALSE
Male,Loyal Customer,29,Personal Travel,Eco,2504,4,4,5,4,5,2,2,3,3,3,5,2,2,3.38,0,0,FALSE
Male,Loyal Customer,39,Business Travel,Business,3136,2,2,5,2,2,5,5,4,4,4,4,5,5,3.77,0,0,TRUE
Female,Loyal Customer,42,Business Travel,Business,3064,3,3,3,3,5,4,5,4,4,4,4,4,3,3.77,0,4,TRUE
Female,Loyal Customer,67,Personal Travel,Eco,282,5,5,5,3,3,5,4,4,4,5,2,5,3,4.08,2,0,TRUE
Male,Loyal Customer,56,Business Travel,Business,2108,4,4,4,4,5,5,4,5,5,5,5,5,3,4.46,0,33,TRUE
Male,Loyal Customer,40,Personal Travel,Eco,457,3,2,3,3,3,3,3,3,1,2,3,1,3,2.54,0,0,FALSE
Female,Disloyal Customer,39,Business Travel,Eco,721,3,3,3,3,2,3,2,2,4,4,4,1,2,2.77,0,0,FALSE
Female,Loyal Customer,48,Business Travel,Business,723,3,3,3,3,4,4,4,4,4,4,4,5,3,3.69,8,0,TRUE
Female,Disloyal Customer,45,Business Travel,Eco,762,1,1,1,3,3,1,3,3,2,5,4,3,3,2.54,0,0,FALSE
Male,Loyal Customer,70,Personal Travel,Eco Plus,399,2,5,2,3,4,2,4,4,4,4,4,4,4,3.54,0,16,FALSE
Female,Loyal Customer,57,Business Travel,Business,2594,5,5,5,5,3,5,4,4,4,5,4,4,3,4.31,0,0,TRUE
Male,Disloyal Customer,37,Business Travel,Business,987,2,3,3,5,4,3,4,4,4,4,5,3,4,3.69,0,0,FALSE
Male,Loyal Customer,44,Business Travel,Business,1727,5,5,5,5,5,2,2,5,5,5,5,1,4,4.15,0,0,TRUE
Female,Disloyal Customer,26,Business Travel,Business,679,4,4,4,3,3,4,3,3,3,5,5,5,3,3.77,22,4,FALSE
Male,Loyal Customer,37,Personal Travel,Eco,550,2,4,2,4,5,2,3,5,4,5,3,4,5,3.69,0,0,FALSE
Female,Loyal Customer,20,Personal Travel,Eco,438,1,4,1,2,5,1,5,5,4,2,5,5,5,3.46,8,1,FALSE
Male,Loyal Customer,19,Personal Travel,Eco,1416,0,3,0,3,4,0,4,4,2,2,4,3,4,2.54,0,0,TRUE
Male,Loyal Customer,30,Business Travel,Business,577,5,5,5,5,4,4,4,4,5,4,5,5,4,4.54,1,0,TRUE
Female,Loyal Customer,32,Business Travel,Eco,569,4,4,4,4,4,4,4,4,3,5,5,3,4,4,0,0,TRUE
Male,Loyal Customer,42,Personal Travel,Eco,1916,1,5,1,1,4,1,4,4,5,4,5,4,4,3.31,1,11,FALSE
Female,Loyal Customer,56,Personal Travel,Eco Plus,2552,2,5,3,4,3,1,1,1,1,5,2,1,1,2.31,0,0,FALSE
Female,Disloyal Customer,17,Business Travel,Eco,949,4,4,4,1,1,4,1,1,2,3,5,5,1,2.77,0,0,TRUE
Male,Loyal Customer,50,Personal Travel,Eco,2174,2,1,2,4,5,2,5,5,4,4,4,4,5,3.62,23,0,FALSE
Male,Loyal Customer,22,Personal Travel,Eco Plus,628,2,4,2,3,3,2,3,3,5,2,5,5,3,3.23,0,0,FALSE
Male,Loyal Customer,49,Personal Travel,Eco,624,1,5,1,4,3,1,3,3,3,2,5,4,3,2.92,0,23,FALSE
Female,Loyal Customer,44,Personal Travel,Eco Plus,409,2,3,3,4,5,4,3,1,1,3,1,4,2,2.77,0,0,FALSE
Female,Disloyal Customer,35,Business Travel,Business,96,3,3,3,4,2,3,2,2,4,3,4,1,2,2.77,0,15,FALSE
Male,Loyal Customer,46,Business Travel,Business,3978,2,2,3,2,3,4,4,3,3,3,3,3,4,3,0,12,TRUE
Female,Disloyal Customer,23,Business Travel,Eco,102,2,4,2,4,2,2,2,2,3,4,4,1,2,2.62,21,24,FALSE
Male,Loyal Customer,65,Personal Travel,Eco Plus,157,2,4,2,2,4,2,3,4,3,3,5,3,4,3.15,71,73,FALSE
Female,Disloyal Customer,41,Business Travel,Business,602,5,5,5,5,2,5,2,2,3,3,5,3,2,3.62,30,35,TRUE
Male,Loyal Customer,32,Business Travel,Business,3256,2,1,1,1,2,2,2,2,3,4,3,4,2,2.23,130,127,FALSE
Male,Loyal Customer,32,Business Travel,Business,2583,4,4,4,4,4,5,4,4,4,3,4,4,4,4,9,5,TRUE
Male,Loyal Customer,21,Personal Travel,Eco,2079,1,1,0,4,5,0,5,5,4,1,4,2,5,2.85,40,12,FALSE
Female,Loyal Customer,16,Business Travel,Business,2147,4,4,4,4,5,5,5,5,4,4,4,5,5,4.46,4,9,TRUE
Female,Disloyal Customer,54,Business Travel,Eco,1015,4,4,4,1,5,4,2,5,3,3,4,1,5,3.46,0,0,FALSE
Female,Loyal Customer,19,Business Travel,Business,2855,2,2,2,2,5,5,5,5,3,3,4,5,5,3.69,20,11,TRUE
Male,Loyal Customer,30,Business Travel,Business,2259,1,3,3,3,1,1,1,1,4,5,4,2,1,2.31,0,12,FALSE
Female,Disloyal Customer,22,Business Travel,Eco,967,2,2,2,4,5,2,5,5,2,3,3,2,5,3.23,12,15,FALSE
Female,Loyal Customer,68,Personal Travel,Eco,304,3,5,3,3,4,4,5,4,4,3,4,5,3,3.85,0,0,FALSE
Male,Loyal Customer,49,Personal Travel,Eco,862,2,5,2,2,4,2,4,4,5,4,4,5,4,3.62,0,0,FALSE
Male,Loyal Customer,39,Business Travel,Business,1784,2,2,2,2,2,4,5,4,4,4,4,3,3,3.15,0,0,TRUE
Male,Loyal Customer,21,Business Travel,Business,1669,3,3,5,3,3,4,3,3,2,3,4,1,3,3.08,0,0,TRUE
Male,Loyal Customer,54,Business Travel,Eco Plus,332,4,1,1,1,4,4,4,4,2,4,5,3,4,3.15,0,0,TRUE
Female,Loyal Customer,30,Business Travel,Business,1249,1,1,1,1,5,5,5,5,5,1,5,4,5,3.38,22,15,TRUE
Male,Loyal Customer,52,Business Travel,Eco,456,1,4,2,4,1,1,1,1,4,4,2,3,1,2.23,69,56,FALSE
Male,Loyal Customer,59,Business Travel,Business,2615,5,5,5,5,5,4,4,5,5,5,5,4,4,4.69,3,0,TRUE
Male,Loyal Customer,29,Business Travel,Business,649,1,1,4,1,5,5,5,5,3,5,5,4,5,3.77,24,9,TRUE
Male,Loyal Customer,37,Personal Travel,Eco,1999,4,5,4,3,5,4,5,5,5,5,5,4,5,4.54,0,0,FALSE
Female,Loyal Customer,60,Business Travel,Business,1778,4,4,4,4,3,4,5,5,5,5,5,4,5,4.38,0,0,TRUE
Female,Loyal Customer,54,Personal Travel,Eco,1372,2,4,2,2,2,5,5,1,1,2,1,5,5,2.85,43,20,FALSE
Female,Loyal Customer,44,Business Travel,Eco,516,5,1,1,1,5,4,5,3,3,5,3,1,1,2.92,1,0,TRUE
Female,Loyal Customer,29,Business Travel,Business,925,3,3,3,3,4,4,4,4,1,1,4,1,4,3,40,62,TRUE
Male,Loyal Customer,39,Personal Travel,Eco,488,2,4,2,2,3,2,1,3,4,4,2,1,3,2.54,26,20,FALSE
Female,Loyal Customer,39,Personal Travel,Eco,461,2,5,2,4,5,2,5,5,2,3,3,2,5,3.46,0,0,FALSE
Male,Loyal Customer,27,Personal Travel,Eco,1222,4,2,4,3,5,4,5,5,2,5,3,1,5,3.69,0,5,FALSE
Female,Loyal Customer,42,Business Travel,Business,1990,4,1,4,4,5,3,4,4,4,4,4,4,5,3.85,11,0,TRUE
Male,Loyal Customer,69,Personal Travel,Eco,152,3,4,0,3,5,0,3,5,4,5,4,3,5,3.38,0,0,FALSE
Female,Loyal Customer,33,Business Travel,Eco,946,0,0,0,3,2,0,2,2,1,5,1,4,2,1.69,0,10,TRUE
Male,Loyal Customer,22,Business Travel,Eco Plus,175,3,2,2,2,3,3,1,3,1,5,4,2,3,2.62,0,0,FALSE
Female,Loyal Customer,49,Business Travel,Business,2429,4,4,4,4,4,4,4,4,4,4,4,4,3,3.92,1,37,TRUE
Female,Loyal Customer,62,Personal Travel,Eco,633,2,5,2,3,2,4,4,4,4,2,4,4,4,3.38,55,50,FALSE
Female,Loyal Customer,54,Business Travel,Eco,781,2,1,1,1,1,3,3,2,2,2,2,1,3,1.85,11,31,FALSE
Male,Loyal Customer,39,Personal Travel,Eco,1195,2,5,2,3,4,2,4,4,3,3,5,3,4,3.38,28,30,FALSE
Female,Loyal Customer,22,Business Travel,Business,2788,4,4,4,4,5,5,5,5,3,3,5,4,5,4.31,0,0,TRUE
Male,Loyal Customer,39,Business Travel,Business,1391,2,2,5,2,5,5,4,4,4,4,4,5,3,3.77,0,0,TRUE
Male,Loyal Customer,37,Business Travel,Business,3577,4,4,3,4,4,4,4,4,4,5,4,5,4,4.08,10,0,TRUE
Male,Disloyal Customer,29,Business Travel,Eco,2556,2,2,2,3,4,2,4,4,4,1,3,4,4,3,0,0,FALSE
Male,Loyal Customer,69,Personal Travel,Eco,429,1,3,1,4,2,1,2,2,5,5,4,4,2,2.77,22,15,FALSE
Female,Loyal Customer,47,Personal Travel,Eco,550,3,0,3,4,3,4,5,5,5,3,2,3,4,3.38,0,0,FALSE
Female,Loyal Customer,37,Business Travel,Eco,1009,5,5,5,5,5,5,5,5,4,5,5,3,5,4.77,2,33,TRUE
Female,Loyal Customer,45,Personal Travel,Eco,977,2,4,2,5,5,5,5,4,4,2,4,4,3,3.77,0,0,FALSE
Female,Disloyal Customer,40,Business Travel,Business,1444,2,2,2,2,2,2,2,2,4,5,5,5,2,2.85,8,13,FALSE
Female,Loyal Customer,32,Business Travel,Business,668,3,3,5,3,5,5,5,5,3,5,4,3,5,4.15,0,2,TRUE
Female,Loyal Customer,25,Business Travel,Business,746,3,4,4,4,3,3,3,3,2,3,3,2,3,3.08,0,9,FALSE
Male,Loyal Customer,43,Business Travel,Business,641,1,1,1,1,3,4,4,5,5,5,5,4,5,3.38,0,0,TRUE
Female,Loyal Customer,30,Business Travel,Business,1438,5,5,5,5,4,4,4,4,3,2,5,4,4,4.15,0,0,TRUE
Female,Loyal Customer,42,Business Travel,Eco,119,5,4,3,4,1,2,1,5,5,5,5,4,2,3.54,0,0,TRUE
Female,Loyal Customer,16,Business Travel,Business,2401,1,1,1,1,5,5,5,5,4,4,5,4,5,3.54,25,15,TRUE
Female,Loyal Customer,56,Business Travel,Business,1096,2,5,5,5,3,3,4,2,2,2,2,3,3,3.15,57,52,FALSE
Female,Loyal Customer,32,Business Travel,Business,2957,4,4,4,4,4,4,4,1,2,2,5,4,4,3.54,126,176,TRUE
Male,Loyal Customer,42,Business Travel,Business,3586,3,3,3,3,3,5,4,5,5,5,5,4,4,4,0,0,TRUE
Male,Loyal Customer,41,Business Travel,Business,1747,1,1,1,1,5,4,5,5,5,5,5,3,4,3.46,20,34,TRUE
Male,Loyal Customer,17,Personal Travel,Eco,395,4,4,4,4,1,4,1,1,3,2,5,3,1,2.85,0,0,FALSE
Male,Disloyal Customer,22,Business Travel,Eco,666,2,0,2,1,5,2,5,5,3,3,5,2,5,3.08,0,26,FALSE
Male,Loyal Customer,34,Personal Travel,Eco,1482,1,4,1,1,1,1,1,1,3,3,4,3,1,1.92,4,2,FALSE
Male,Loyal Customer,40,Personal Travel,Eco,1188,4,4,4,3,4,4,4,4,4,2,4,4,4,3.77,3,12,TRUE
Female,Loyal Customer,41,Business Travel,Business,270,0,0,0,5,5,1,1,1,1,1,1,4,3,1.77,13,8,TRUE
Male,Loyal Customer,54,Personal Travel,Eco,837,2,5,2,3,3,2,2,3,3,3,5,5,3,3.15,0,0,FALSE
Male,Disloyal Customer,16,Business Travel,Eco,1009,1,1,1,3,4,1,3,4,3,2,4,1,4,2.46,0,0,FALSE
Male,Loyal Customer,46,Business Travel,Business,2914,3,3,3,3,4,5,5,5,5,5,5,3,5,4.15,3,0,TRUE
Male,Loyal Customer,33,Personal Travel,Eco,2917,3,1,3,2,3,4,4,1,2,3,3,4,4,2.85,43,30,FALSE
Male,Loyal Customer,60,Personal Travel,Eco,1670,3,5,3,5,5,3,5,5,5,4,5,3,5,4.31,0,0,FALSE
Female,Loyal Customer,49,Business Travel,Business,1904,1,1,1,1,2,5,5,5,5,5,5,4,3,3.31,3,0,TRUE
Female,Loyal Customer,46,Business Travel,Business,3727,5,5,5,5,3,4,5,4,4,4,4,5,5,4.46,31,52,TRUE
Female,Loyal Customer,38,Personal Travel,Eco,1262,5,5,5,3,3,5,3,3,4,5,4,5,3,4.08,0,0,TRUE
Male,Loyal Customer,53,Business Travel,Business,1411,5,5,5,5,4,5,5,5,5,5,5,3,3,4.62,61,39,TRUE
Female,Loyal Customer,62,Business Travel,Business,1114,4,4,4,4,5,4,1,5,5,5,5,5,4,4.23,0,0,TRUE
Female,Loyal Customer,59,Personal Travel,Eco,268,3,3,3,3,5,4,4,4,4,3,4,4,3,3.62,10,8,FALSE
Male,Loyal Customer,48,Business Travel,Business,1737,3,3,3,3,5,4,5,5,5,5,5,4,3,4.08,0,0,TRUE
Male,Loyal Customer,55,Business Travel,Business,399,5,5,5,5,3,5,5,4,4,4,4,5,4,4.46,0,0,TRUE
Male,Loyal Customer,59,Business Travel,Business,3810,2,2,2,2,3,4,4,4,4,4,4,3,3,3.15,2,0,TRUE
Male,Loyal Customer,44,Business Travel,Business,3525,4,4,4,4,5,4,5,2,2,2,2,4,3,3.46,0,0,TRUE
Male,Loyal Customer,30,Business Travel,Eco,2486,2,5,5,5,2,2,2,2,2,2,2,3,2,2.77,0,0,FALSE
Female,Disloyal Customer,20,Business Travel,Eco,479,0,0,0,1,4,0,4,4,1,1,1,3,4,1.77,0,0,TRUE
Female,Disloyal Customer,27,Business Travel,Business,1096,1,1,1,1,3,1,3,3,5,3,5,4,3,2.62,0,0,FALSE
Female,Loyal Customer,34,Business Travel,Business,1102,5,5,5,5,3,4,5,3,3,3,3,3,4,3.92,0,1,TRUE
Male,Loyal Customer,55,Business Travel,Business,1464,2,2,3,2,3,5,5,5,5,5,5,3,4,3.77,0,0,TRUE
Female,Loyal Customer,46,Business Travel,Eco,1056,4,5,5,5,4,4,4,2,5,1,3,4,4,3.85,0,0,TRUE
Female,Loyal Customer,41,Business Travel,Business,3796,3,2,3,3,3,5,4,5,5,5,5,4,3,3.85,0,0,TRUE
Female,Loyal Customer,35,Business Travel,Business,551,4,4,4,4,5,5,5,5,5,5,5,3,3,4.38,0,0,TRUE
Female,Disloyal Customer,22,Business Travel,Eco,541,5,0,5,4,5,5,5,5,5,4,5,5,5,4.46,0,0,TRUE
Female,Loyal Customer,43,Business Travel,Business,1646,5,5,5,5,3,5,5,5,5,5,5,4,4,4.69,28,16,TRUE
Female,Loyal Customer,45,Business Travel,Business,3631,3,5,5,5,4,3,4,3,3,3,3,1,3,3.46,2,4,FALSE
Male,Loyal Customer,47,Business Travel,Business,1778,5,5,5,5,2,5,4,5,5,5,5,3,3,4.38,0,0,TRUE
Female,Loyal Customer,41,Business Travel,Business,1416,1,1,1,1,5,5,4,4,4,4,4,3,5,3.23,13,0,TRUE
Male,Loyal Customer,47,Personal Travel,Eco,1090,3,1,3,3,3,3,5,3,1,4,3,4,3,3,0,3,FALSE
Male,Loyal Customer,13,Personal Travel,Eco,423,1,3,1,3,4,1,4,4,1,2,5,2,4,2.69,7,26,FALSE
Male,Loyal Customer,9,Personal Travel,Eco,1205,3,4,4,4,2,4,2,2,3,4,4,2,2,3.08,0,0,FALSE
Male,Loyal Customer,52,Business Travel,Business,2774,2,2,2,2,5,5,4,4,4,4,4,5,4,3.62,13,32,TRUE
Male,Loyal Customer,47,Business Travel,Business,1779,3,3,3,3,3,4,3,3,3,3,3,2,1,2.85,0,13,FALSE
Female,Disloyal Customer,22,Business Travel,Business,533,0,0,0,1,5,0,1,5,3,3,5,4,5,2.46,43,30,TRUE
Male,Disloyal Customer,23,Business Travel,Eco,1010,3,3,3,5,4,3,4,4,4,2,4,4,4,3.62,75,103,FALSE
Male,Loyal Customer,25,Business Travel,Business,2382,5,5,5,5,4,4,4,5,2,5,5,4,4,4.38,231,218,TRUE
Male,Disloyal Customer,23,Business Travel,Eco,606,3,4,3,1,3,3,3,3,5,1,5,4,3,3.15,0,0,FALSE
Female,Loyal Customer,60,Business Travel,Eco,695,4,4,4,4,1,4,2,4,4,4,4,2,2,3.31,36,25,TRUE
Female,Loyal Customer,61,Business Travel,Eco,160,5,3,3,3,3,5,3,5,5,5,5,2,2,3.77,0,0,TRUE
Male,Loyal Customer,39,Business Travel,Eco,383,3,1,1,1,3,3,3,3,4,2,4,4,3,2.69,0,0,FALSE
Male,Loyal Customer,51,Business Travel,Business,641,4,4,4,4,2,5,4,5,5,5,5,4,5,4.31,16,0,TRUE
Male,Loyal Customer,49,Business Travel,Business,361,5,5,5,5,3,5,5,4,4,4,4,5,3,4.38,0,0,TRUE
Male,Disloyal Customer,36,Business Travel,Business,226,1,1,1,1,2,1,2,2,3,4,5,5,2,2.31,0,0,FALSE
Male,Loyal Customer,35,Business Travel,Business,1379,5,5,2,5,3,4,2,2,2,2,2,5,2,3.15,0,0,TRUE
Female,Loyal Customer,41,Business Travel,Business,3149,5,5,5,5,5,4,4,4,4,4,4,3,4,4.31,9,7,TRUE
Male,Loyal Customer,42,Business Travel,Business,425,1,2,2,2,5,4,3,1,1,1,1,4,4,2.38,0,0,FALSE
Male,Loyal Customer,35,Business Travel,Business,762,5,5,5,5,2,5,4,4,4,4,4,3,4,4.15,0,0,TRUE
Female,Loyal Customer,42,Business Travel,Business,1590,5,4,5,5,3,4,5,5,5,5,5,5,4,4.62,42,22,TRUE
Female,Loyal Customer,59,Business Travel,Business,151,1,3,3,3,3,4,3,3,3,3,1,3,1,2.62,0,0,FALSE
Female,Loyal Customer,30,Business Travel,Business,3036,3,4,3,3,2,2,2,2,4,2,4,3,2,2.77,23,13,TRUE
Male,Disloyal Customer,37,Business Travel,Business,1024,3,3,3,3,1,3,1,1,4,5,4,5,1,2.85,0,0,FALSE
Male,Loyal Customer,40,Business Travel,Business,2174,4,4,4,4,3,5,4,4,4,4,4,5,3,4,0,4,TRUE
Female,Disloyal Customer,23,Business Travel,Eco,838,1,1,1,2,2,1,1,2,2,3,2,1,2,1.62,87,99,FALSE
Female,Loyal Customer,27,Business Travel,Eco Plus,624,5,4,4,4,5,5,5,5,3,5,4,2,5,4.31,14,12,TRUE
Male,Loyal Customer,28,Personal Travel,Eco,319,3,4,3,4,1,3,1,1,4,5,5,3,1,2.92,0,1,FALSE
Male,Loyal Customer,24,Business Travel,Business,1199,2,2,2,2,4,4,4,4,3,3,4,3,4,3.15,12,10,TRUE
Female,Loyal Customer,35,Business Travel,Business,404,4,4,4,4,3,4,5,2,2,2,2,3,5,3.38,0,21,TRUE
Male,Loyal Customer,37,Business Travel,Business,3999,0,0,0,4,3,5,1,4,4,5,5,1,2,2.62,0,0,TRUE
Female,Loyal Customer,37,Business Travel,Business,3792,4,4,4,4,4,5,5,4,4,5,4,3,5,4.23,34,18,TRUE
Female,Loyal Customer,51,Business Travel,Business,1866,2,2,4,2,3,4,5,3,3,3,3,5,3,3.23,0,0,TRUE
Male,Loyal Customer,57,Personal Travel,Eco,1846,3,3,3,2,1,3,1,1,3,3,5,3,1,2.46,23,16,FALSE
Male,Loyal Customer,45,Business Travel,Eco,984,5,3,3,3,5,5,5,5,5,5,5,3,5,4.38,0,0,TRUE
Female,Loyal Customer,23,Personal Travel,Eco Plus,546,1,5,1,3,2,1,2,2,4,1,1,1,2,2,0,0,FALSE
Male,Disloyal Customer,45,Business Travel,Business,502,3,4,4,1,3,3,3,3,3,3,5,4,3,3.23,0,2,FALSE
Female,Loyal Customer,46,Business Travel,Business,1846,2,2,2,2,5,5,5,2,2,2,2,3,5,3,2,9,TRUE
Female,Loyal Customer,41,Business Travel,Eco,196,4,4,4,4,5,4,5,5,1,4,5,5,5,4.23,0,0,TRUE
Female,Disloyal Customer,33,Business Travel,Eco,168,1,1,1,4,4,1,2,4,3,3,3,3,4,2.62,0,0,FALSE
Female,Loyal Customer,37,Business Travel,Business,363,1,1,1,1,4,3,3,4,4,4,4,1,2,2.54,0,0,TRUE
Female,Loyal Customer,45,Business Travel,Business,2182,5,5,5,5,2,4,5,4,4,4,4,3,3,4.08,0,6,TRUE
Male,Loyal Customer,29,Personal Travel,Eco,1029,1,4,1,5,3,1,3,3,5,2,4,5,3,3.08,0,0,FALSE
Female,Loyal Customer,48,Business Travel,Business,949,2,2,2,2,5,4,5,5,5,4,5,4,5,3.85,0,0,TRUE
Male,Loyal Customer,66,Personal Travel,Eco,370,3,2,3,1,5,3,2,5,4,3,2,1,5,3,0,0,FALSE
Female,Loyal Customer,80,Business Travel,Business,1766,4,4,4,4,2,1,5,5,5,5,5,5,4,4.08,5,0,TRUE
Male,Loyal Customer,13,Personal Travel,Eco,312,3,5,3,1,2,3,2,2,5,4,4,5,2,3.15,0,0,FALSE
Female,Loyal Customer,16,Personal Travel,Eco Plus,528,2,5,2,1,5,2,5,5,3,2,4,3,5,3.38,0,0,FALSE
Male,Loyal Customer,59,Business Travel,Business,1839,1,4,4,4,4,3,4,1,1,2,1,3,4,2.77,12,9,FALSE
Male,Loyal Customer,51,Personal Travel,Eco,308,3,5,5,3,4,5,3,4,1,4,5,2,4,3.69,0,0,FALSE
Female,Loyal Customer,68,Business Travel,Business,1819,3,3,3,3,3,3,1,5,5,5,5,4,5,3.69,0,0,TRUE
Female,Loyal Customer,39,Personal Travel,Eco,599,2,3,2,3,3,2,3,3,3,5,3,4,3,3,44,28,FALSE
Male,Loyal Customer,34,Personal Travel,Business,2475,1,5,1,3,4,5,4,1,1,1,1,5,4,2.77,0,,FALSE
Female,Loyal Customer,24,Personal Travel,Eco,2475,3,4,3,4,2,3,3,2,3,4,5,5,2,3.31,0,0,FALSE
Female,Loyal Customer,64,Business Travel,Eco Plus,311,4,3,3,3,4,2,4,4,4,4,4,3,5,3.62,0,18,TRUE
Female,Loyal Customer,56,Personal Travel,Eco,364,2,4,2,4,2,5,5,3,3,2,3,5,4,3.38,45,49,FALSE
Male,Loyal Customer,42,Business Travel,Business,1851,1,1,1,1,5,5,5,3,2,5,4,5,5,3.31,153,149,TRUE
Female,Loyal Customer,38,Personal Travel,Eco,985,4,5,4,4,1,4,1,1,5,5,4,3,1,3.23,0,0,TRUE
Female,Loyal Customer,56,Business Travel,Business,160,3,3,3,3,2,2,4,4,4,4,3,4,2,3.15,5,0,TRUE
Female,Loyal Customer,19,Personal Travel,Eco,196,1,4,1,1,5,1,5,5,4,2,5,4,5,3.31,0,0,FALSE
Female,Loyal Customer,47,Business Travel,Business,2454,4,4,1,4,4,3,3,4,3,3,5,3,3,3.38,0,0,TRUE
Female,Loyal Customer,11,Personal Travel,Eco,912,2,5,2,4,3,2,3,3,5,4,4,5,3,3.46,9,1,FALSE
Female,Loyal Customer,43,Personal Travel,Eco,2586,4,5,4,3,5,5,4,1,1,4,1,3,4,3.38,0,0,TRUE
Male,Disloyal Customer,30,Business Travel,Eco,748,4,4,4,4,5,4,5,5,1,2,2,5,5,3.85,0,0,TRUE
Female,Disloyal Customer,20,Business Travel,Eco,356,4,5,4,3,2,4,2,2,3,3,5,4,2,3.31,0,0,TRUE
Male,Loyal Customer,29,Business Travel,Business,1372,5,5,5,5,2,2,2,2,3,1,3,5,2,3.23,45,14,TRUE
Male,Loyal Customer,31,Business Travel,Eco,86,0,0,0,1,5,3,5,5,2,1,2,2,5,2.38,7,0,TRUE
Female,Loyal Customer,68,Personal Travel,Eco,551,2,3,2,3,5,4,5,5,5,2,5,3,2,3.54,0,0,FALSE
Female,Loyal Customer,33,Business Travel,Business,1649,4,4,4,4,2,5,4,5,5,5,5,5,5,4.38,0,0,TRUE
Female,Loyal Customer,51,Personal Travel,Business,802,2,4,3,1,1,5,4,3,3,3,3,5,5,3.23,6,22,FALSE
Male,Loyal Customer,54,Business Travel,Business,1957,4,4,4,4,1,1,4,5,5,5,5,2,4,3.69,44,35,TRUE
